"APDB_idx","AID","Molecule_CID","SID","Activity_Outcome","Target_GI","Target_GeneID","Target_Symbol","UniProtKB","Activity_Value_uM","Activity_Name","Assay_Name","Assay_Type","PubMed_ID"
"B.446",743199,7586,144207866,"Active",216409692,5468,"PPARG","E9PFX5",NA,NA,"qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway: Summary","Summary",NA
"B.447",743202,7586,144207866,"Active",20149576,4780,"NFE2L2","Q16236",30.3888,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.448",743219,7586,144207866,"Active",20149576,4780,"NFE2L2","Q16236",38.2572,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary","Summary",NA
"B.449",743242,7586,144207866,"Active",216409708,7421,"VDR","F1D8P8",NA,NA,"qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway: Summary","Summary",NA
"B.450",1224841,7586,144207866,"Active",325495545,2101,"ESRRA","P11474",27.084,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.451",1224848,7586,144207866,"Active",325495545,2101,"ESRRA","P11474",27.084,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library","Confirmatory",NA
"B.452",1224893,7586,144207866,"Active",66775687,9970,"NR1I3","Q14994",48.163,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway: Summary","Summary",NA
"B.453",1259243,7586,144207866,"Active",124375976,367,"AR","P10275",48.163,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881","Confirmatory",NA
"B.454",1259244,7586,144207866,"Active",348019627,2099,"ESR1","G4XH65",48.163,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol","Confirmatory",NA
"B.455",1259369,7586,144207866,"Active",109731339,2737,"GLI3","P10071",19.174,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.456",1259392,7586,144207866,"Active",109731339,2737,"GLI3","P10071",14.1052,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary","Summary",NA
"B.457",1346982,7586,144207866,"Active",325495557,8856,"NR1I2","O75469",21.5136,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.458",1347034,7586,144207866,"Active",16516817,836,"CASP3","P42574",NA,NA,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay: Summary","Summary",NA
"B.459",1347034,7586,144207866,"Active",30582205,840,"CASP7","P55210",NA,NA,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay: Summary","Summary",NA
"B.460",1671198,7586,144207866,"Active",527178914,1559,"CYP2C9","P11712",39.622,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.461",1671201,7586,144207866,"Active",115371803,1576,"CYP3A4","P08684",35.3132,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.462",743079,7958,144209604,"Active",348019627,2099,"ESR1","G4XH65",55.0372,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line","Confirmatory",NA
"B.463",1671201,7958,144209604,"Active",115371803,1576,"CYP3A4","P08684",22.6841,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.464",743085,23368,144207660,"Active",51095037,196,"AHR","A0A024R9Z8",54.5935,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway","Confirmatory",NA
"B.465",743202,23368,144207660,"Active",20149576,4780,"NFE2L2","Q16236",30.7002,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.466",743217,23368,144207660,"Active",325495553,9971,"NR1H4","F1DAL1",24.5983,"Potency","qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway","Confirmatory",NA
"B.467",588489,3082,93576770,"Active",46367787,26986,"PABPC1","A0A024R9C1",NA,NA,"uHTS identification of microRNA-mediated mRNA deadenylation inhibitors by fluoresence polarization assay","Screening",NA
"B.468",652257,3082,93576770,"Active",32425330,3276,"PRMT1","A0A087X1W2",NA,NA,"Primary biochemical fluorescence polarization-based high throughput screening assay to identify inhibitors of protein arginine methyltransferase 1 (PRMT1)","Screening",NA
"B.469",687036,3082,93576770,"Active",32425330,3276,"PRMT1","A0A087X1W2",NA,NA,"Fluorescence polarization-based biochemical high throughput confirmation assay to identify inhibitors of protein arginine methyltransferase 1 (PRMT1)","Screening",NA
"B.470",743122,3082,144211478,"Active",51095037,196,"AHR","A0A024R9Z8",NA,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway: Summary","Summary",NA
"B.471",1259369,3082,144209444,"Active",109731339,2737,"GLI3","P10071",14.0621,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.472",1346982,3082,144209444,"Active",325495557,8856,"NR1I2","O75469",62.8129,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.473",1671196,3082,144211478,"Active",1047837853,1565,"CYP2D6","C1ID52",35.5452,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.474",1671197,3082,144209444,"Active",55140668,1557,"CYP2C19","P33261",10.3131,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.475",1671197,3082,144211478,"Active",55140668,1557,"CYP2C19","P33261",19.9885,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.476",1671198,3082,144209444,"Active",527178914,1559,"CYP2C9","P11712",36.5923,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.477",1671198,3082,144211478,"Active",527178914,1559,"CYP2C9","P11712",19.9885,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.478",1671197,6495,144207825,"Active",55140668,1557,"CYP2C19","P33261",68.9581,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.479",588544,6228,26752801,"Active",325495497,6256,"RXRA","Q6P3U7",14.1254,"Potency","qHTS assay for small molecule agonists of retinoid X receptor alpha signaling","Confirmatory",NA
"B.480",1420754,6228,103168637,"Active",25453452,4780,"NFE2L2","Q16236",0.82,"Activity","Activation of Nrf2 in human HepG2-ARE-C8 cells assessed as induction of ARE-mediated luciferase activity at 0.01 uM after 24 hrs by luciferase reporter gene assay relative to control","Confirmatory",30196061
"B.481",1420756,6228,103168637,"Active",25453452,4780,"NFE2L2","Q16236",1,"Activity","Activation of Nrf2 in human HepG2-ARE-C8 cells assessed as induction of ARE-mediated luciferase activity at 0.1 uM after 24 hrs by luciferase reporter gene assay relative to control","Confirmatory",30196061
"B.482",1420757,6228,103168637,"Active",25453452,4780,"NFE2L2","Q16236",1.1,"Activity","Activation of Nrf2 in human HepG2-ARE-C8 cells assessed as induction of ARE-mediated luciferase activity at 1 uM after 24 hrs by luciferase reporter gene assay relative to control","Confirmatory",30196061
"B.483",1420758,6228,103168637,"Active",25453452,4780,"NFE2L2","Q16236",1.65,"Activity","Activation of Nrf2 in human HepG2-ARE-C8 cells assessed as induction of ARE-mediated luciferase activity at 20 uM after 24 hrs by luciferase reporter gene assay relative to control","Confirmatory",30196061
"B.484",1420759,6228,103168637,"Active",25453452,4780,"NFE2L2","Q16236",2.97,"Activity","Activation of Nrf2 in human HepG2-ARE-C8 cells assessed as induction of ARE-mediated luciferase activity at 40 uM after 24 hrs by luciferase reporter gene assay relative to control","Confirmatory",30196061
"B.485",1224841,8554,144209343,"Active",325495545,2101,"ESRRA","P11474",38.8062,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.486",1224849,8554,144211362,"Active",325495545,2101,"ESRRA","P11474",0.0017,"Potency","qHTS assay to identify small molecule agonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library","Confirmatory",NA
"B.487",1671197,8554,144209343,"Active",55140668,1557,"CYP2C19","P33261",71.4433,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.488",1671199,8554,144209343,"Active",119619719,1544,"CYP1A2","P05177",31.9126,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.489",1671199,8554,144211362,"Active",119619719,1544,"CYP1A2","P05177",25.1846,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.490",504766,7820,85272554,"Active",5016090,190,"NR0B1","F1D8P4",NA,NA,"Luminescence-based primary cell-based high throughput screening assay to identify inhibitors of the orphan nuclear receptor subfamily 0, group B, member 1 (DAX1; NR0B1)","Screening",NA
"B.491",624297,7820,85272554,"Active",7705682,51053,"GMNN","A0A024QZY7",4.6109,"Potency","A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells.","Confirmatory",NA
"B.492",1346982,7820,144209387,"Active",325495557,8856,"NR1I2","O75469",55.982,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.493",743219,679,144211274,"Active",20149576,4780,"NFE2L2","Q16236",61.1306,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary","Summary",NA
"B.494",1259369,679,144211274,"Active",109731339,2737,"GLI3","P10071",68.5896,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.495",1374901,679,103172948,"Active",116241348,10919,"EHMT2","A2ABF8",NA,NA,"Inhibition of wild type recombinant human histone lysine methyltransferase G9a (913 to 1193 residues) expressed in Escherichia coli Rosetta BL21 DE3 PlysS assessed as zinc ions ejection from Cys4-Zn finger at 100 uM by FluoZin-3 based fluorescence assay","Other",29519735
"B.496",1374902,679,103172948,"Active",325511404,79813,"EHMT1","Q9H9B1",NA,NA,"Inhibition of wild type recombinant human histone lysine methyltransferase GLP (951 to 1235 residues) expressed in Escherichia coli Rosetta BL21 DE3 PlysS assessed as zinc ions ejection from Cys4-Zn finger at 100 uM by FluoZin-3 based fluorescence assay","Other",29519735
"B.497",1671198,679,144211274,"Active",527178914,1559,"CYP2C9","P11712",31.7055,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.498",1159527,12968,144211044,"Active",325495497,6256,"RXRA","Q6P3U7",12.2998,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway","Confirmatory",NA
"B.499",1159531,12968,144211044,"Active",325495497,6256,"RXRA","Q6P3U7",6.16448,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary","Summary",NA
"B.500",1159555,12968,144209160,"Active",325495463,5914,"RARA","P10276",25.4295,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary","Summary",NA
"B.501",1159555,12968,144211044,"Active",325495463,5914,"RARA","P10276",33.082,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary","Summary",NA
"B.502",588514,700,17389575,"Active",348019627,2099,"ESR1","G4XH65",12.5893,"Potency","qHTS assay for small molecule agonists of estrogen receptor alpha signaling","Confirmatory",NA
"B.503",743083,700,144213981,"Active",119597822,1588,"CYP19A1","A0A024R5S8",61.1306,"Potency","qHTS assay to identify aromatase inhibitors","Confirmatory",NA
"B.504",1259369,700,144213981,"Active",109731339,2737,"GLI3","P10071",15.3553,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.505",1346982,700,144213981,"Active",325495557,8856,"NR1I2","O75469",27.306,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.506",1671196,700,144213981,"Active",1047837853,1565,"CYP2D6","C1ID52",5.025,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.507",1671197,700,144213981,"Active",55140668,1557,"CYP2C19","P33261",11.2496,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.508",1671198,700,144213981,"Active",527178914,1559,"CYP2C9","P11712",31.7055,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.509",1671199,700,144213981,"Active",119619719,1544,"CYP1A2","P05177",70.9799,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.510",1671201,700,144213981,"Active",115371803,1576,"CYP3A4","P08684",70.9799,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.511",1030,81530,17389011,"Active",30582681,216,"ALDH1A1","P00352",8.9125,"Potency","qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1)","Confirmatory",NA
"B.512",720516,81530,144213552,"Active",296439460,79915,"ATAD5","Q96QE3",63.5221,"Potency","qHTS assay for small molecules that induce genotoxicity in human embryonic kidney cells expressing luciferase-tagged ATAD5: Summary","Summary",NA
"B.513",743228,81530,144213552,"Active",4504517,3315,"HSPB1","P04792",NA,"Potency","qHTS assay for small molecule activators of the heat shock response signaling pathway: Summary","Summary",NA
"B.514",743240,81530,144213552,"Active",325495553,9971,"NR1H4","F1DAL1",NA,NA,"qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway: Summary","Summary",NA
"B.515",1259247,81530,144213552,"Active",124375976,367,"AR","P10275",24.3365,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881: Summary","Summary",NA
"B.516",1259369,81530,144213552,"Active",109731339,2737,"GLI3","P10071",15.3553,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.517",1259392,81530,144213552,"Active",109731339,2737,"GLI3","P10071",20.4766,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary","Summary",NA
"B.518",1347032,81530,144213552,"Active",15928762,4087,"SMAD2","Q15796",NA,NA,"TGF-beta/Smad small molecule antagonists, qHTS assay: Summary","Summary",NA
"B.519",1347032,81530,144213552,"Active",29792115,4088,"SMAD3","P84022",NA,NA,"TGF-beta/Smad small molecule antagonists, qHTS assay: Summary","Summary",NA
"B.520",1671196,81530,144209651,"Active",1047837853,1565,"CYP2D6","C1ID52",44.7487,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
